Idade,Instisfeito,ViagemTrabalho,DistanciaMoradia,Educacao,Satisfacao,Genero,EnvolvimentoTrabalho,NivelTrabalho,SatisfacaoTrabalho,StatusCivil,SalarioMensal,TrabalhosAnteriores,TaxaPerformance,SatisfacaoColegas,Workbalance,AnosEmpresa,AnosMesmaPosicao,AnosUltimaPromocao,AnosComMemoGerente
20,Sim,Viaja_raramente,11,3,4,Feminino,2,1,1,Solteiro,2600,1,3,1,3,1,0,0,0
30,Sim,Viaja_frequentemente,5,3,2,Feminino,3,1,2,Solteiro,2422,0,3,1,3,3,2,1,2
26,Nao,Viaja_raramente,2,2,4,Masculino,4,2,4,Casado,5472,1,3,2,3,8,7,1,3
22,Nao,Viaja_raramente,8,1,2,Masculino,1,1,1,Casado,2451,1,3,1,2,4,3,1,1
48,Nao,Viaja_raramente,6,3,1,Masculino,2,2,3,Solteiro,4240,2,3,4,3,2,2,2,2
48,Nao,Viaja_raramente,4,4,3,Masculino,2,3,3,Solteiro,10999,7,3,2,3,15,11,4,8
41,Nao,Viaja_raramente,7,2,4,Feminino,3,2,3,Solteiro,5003,6,3,2,3,2,2,2,1
39,Nao,Viaja_raramente,1,1,4,Feminino,2,4,4,Casado,12742,1,3,3,3,21,6,11,8
27,Nao,Viaja_raramente,2,4,1,Feminino,3,2,4,Casado,4227,0,3,2,3,3,2,2,2
35,Nao,Viaja_raramente,10,3,2,Masculino,3,1,4,Divorciado,3917,1,4,1,2,3,2,1,2
42,Nao,Viaja_raramente,5,2,4,Masculino,3,5,3,Casado,18303,6,3,2,4,1,0,0,0
50,Nao,Viaja_raramente,9,3,1,Masculino,3,1,4,Casado,2380,4,3,2,3,1,0,0,0
59,Nao,Viaja_raramente,2,3,3,Feminino,2,4,4,Solteiro,13726,3,3,1,3,5,3,4,3
37,Sim,Viaja_raramente,11,2,1,Feminino,1,2,2,Casado,4777,5,3,1,1,1,0,0,0
55,Nao,Viaja_frequentemente,18,4,3,Masculino,3,2,2,Casado,6385,3,3,4,3,8,7,6,7
41,Nao,Nao_viaja,7,1,2,Feminino,1,5,3,Divorciado,19973,1,4,2,3,21,16,5,10
38,Nao,Viaja_raramente,3,4,2,Masculino,3,2,4,Solteiro,6861,8,3,3,3,1,0,0,0
26,Sim,Nao_viaja,29,2,2,Masculino,1,2,1,Solteiro,4969,8,3,4,3,2,2,2,2
52,Sim,Viaja_raramente,2,1,1,Feminino,1,5,4,Casado,19845,1,3,4,3,32,14,6,9
44,Nao,Viaja_raramente,28,3,4,Feminino,4,4,4,Casado,13320,3,3,3,3,12,11,11,11
50,Nao,Nao_viaja,1,3,4,Feminino,3,2,3,Casado,6347,0,3,1,3,18,7,0,13
36,Sim,Viaja_raramente,16,4,3,Feminino,4,1,1,Solteiro,2743,1,3,3,3,17,13,15,14
39,Nao,Viaja_frequentemente,22,3,4,Feminino,3,3,1,Solteiro,10880,1,3,3,3,21,6,2,8
33,Nao,Nao_viaja,8,1,2,Feminino,2,1,4,Solteiro,2342,0,3,4,2,2,2,2,2
45,Nao,Viaja_raramente,11,2,4,Feminino,3,4,4,Casado,17650,3,3,2,4,9,3,1,1
32,Nao,Nao_viaja,29,4,4,Feminino,3,1,3,Solteiro,4025,9,3,2,3,8,7,7,7
34,Nao,Viaja_raramente,1,4,2,Masculino,4,2,4,Divorciado,9725,0,3,4,2,15,1,0,9
59,Nao,Viaja_raramente,1,2,2,Masculino,3,3,4,Casado,11904,3,3,3,1,6,4,0,4
45,Nao,Viaja_raramente,24,4,2,Masculino,3,1,2,Solteiro,2177,1,3,1,3,6,3,0,4
53,Nao,Viaja_frequentemente,2,3,3,Feminino,2,3,2,Casado,7525,2,3,1,3,15,7,6,12
36,Sim,Viaja_raramente,15,3,1,Masculino,3,2,3,Divorciado,4834,7,3,2,2,1,0,0,0
26,Sim,Viaja_frequentemente,2,3,1,Masculino,3,1,1,Casado,2042,6,3,2,3,3,2,1,2
34,Nao,Viaja_raramente,10,4,3,Feminino,3,1,3,Casado,2220,1,3,4,3,1,1,0,0
28,Nao,Viaja_raramente,10,1,4,Masculino,3,1,2,Casado,1052,1,4,2,3,1,0,0,0
38,Nao,Viaja_frequentemente,3,4,3,Masculino,3,1,3,Casado,2821,3,3,1,3,2,2,2,2
50,Nao,Viaja_raramente,2,4,2,Masculino,3,5,3,Casado,19237,2,3,4,2,8,1,7,7
37,Nao,Viaja_raramente,3,3,4,Feminino,3,2,2,Solteiro,4107,3,3,1,2,4,3,0,1
40,Nao,Viaja_raramente,26,3,3,Masculino,3,2,1,Casado,8396,1,3,2,2,7,7,7,5
26,Nao,Viaja_frequentemente,1,1,1,Feminino,2,1,3,Divorciado,2007,1,3,3,3,5,3,1,3
46,Nao,Viaja_raramente,1,4,4,Masculino,3,5,4,Divorciado,19627,9,3,4,3,2,2,2,2
54,Nao,Viaja_raramente,2,4,3,Feminino,2,3,3,Casado,10686,6,3,2,3,9,4,7,0
56,Nao,Viaja_frequentemente,9,3,1,Feminino,3,1,3,Casado,2942,2,3,2,3,5,4,0,3
36,Nao,Viaja_raramente,12,5,4,Feminino,2,3,4,Solteiro,8858,0,3,2,2,14,8,7,8
55,Nao,Nao_viaja,2,1,3,Masculino,2,4,1,Solteiro,16756,7,3,2,4,9,7,6,2
43,Nao,Viaja_raramente,25,3,3,Masculino,2,3,4,Divorciado,10798,5,3,3,3,1,0,0,0
20,Sim,Viaja_frequentemente,9,3,4,Feminino,3,1,4,Solteiro,2323,1,3,2,3,2,2,0,2
21,Sim,Viaja_raramente,10,3,3,Feminino,2,1,1,Solteiro,1416,1,3,1,2,1,0,1,0
46,Nao,Viaja_raramente,8,4,4,Feminino,2,2,1,Divorciado,4615,8,4,1,3,16,13,1,7
51,Sim,Viaja_raramente,4,4,1,Masculino,3,1,3,Casado,2461,9,3,3,4,10,0,2,7
28,Sim,Nao_viaja,24,2,2,Masculino,2,3,1,Solteiro,8722,1,3,1,2,10,7,1,9
26,Nao,Viaja_raramente,1,2,1,Masculino,2,1,1,Casado,3955,1,3,1,3,5,3,1,3
30,Nao,Viaja_raramente,20,3,3,Masculino,3,2,1,Casado,9957,0,3,3,2,6,2,0,2
41,Nao,Viaja_raramente,7,2,2,Feminino,4,1,3,Casado,3376,1,3,3,3,10,6,0,8
38,Nao,Viaja_raramente,17,1,3,Feminino,2,3,3,Casado,8823,0,3,1,2,19,9,1,9
40,Nao,Viaja_raramente,20,4,1,Masculino,3,3,4,Casado,10322,4,4,4,3,11,10,11,1
27,Nao,Nao_viaja,8,5,1,Masculino,1,1,3,Casado,4621,1,3,4,3,3,2,1,2
55,Nao,Viaja_frequentemente,2,1,4,Masculino,3,3,2,Casado,10976,3,3,2,3,3,2,1,2
28,Nao,Viaja_raramente,10,3,3,Feminino,3,2,3,Solteiro,3660,3,3,4,4,8,7,1,7
44,Sim,Viaja_raramente,1,2,2,Masculino,2,3,1,Casado,10482,9,3,4,3,20,6,3,6
33,Nao,Viaja_raramente,5,3,4,Masculino,2,3,4,Divorciado,7119,4,3,3,3,3,2,1,2
35,Sim,Viaja_raramente,4,3,4,Masculino,3,3,1,Solteiro,9582,0,4,1,3,8,7,4,7
33,Sim,Viaja_frequentemente,29,4,1,Feminino,2,2,3,Solteiro,4508,1,4,2,3,13,7,3,8
28,Nao,Viaja_raramente,15,2,1,Masculino,3,1,3,Divorciado,2207,1,3,4,2,4,2,2,2
34,Nao,Viaja_frequentemente,3,1,1,Masculino,3,2,4,Solteiro,7756,0,3,3,2,6,2,0,4
37,Nao,Viaja_raramente,10,4,4,Feminino,2,2,4,Divorciado,6694,2,3,3,3,1,0,0,0
25,Sim,Viaja_raramente,4,1,4,Masculino,3,1,4,Casado,3691,1,3,2,4,7,7,5,6
26,Sim,Viaja_raramente,21,3,1,Masculino,3,1,3,Divorciado,2377,1,4,3,2,1,1,0,0
33,Sim,Viaja_raramente,25,3,1,Masculino,2,1,2,Solteiro,2313,4,4,2,3,2,2,2,2
42,Nao,Viaja_raramente,2,2,4,Masculino,3,4,1,Casado,17665,0,3,4,3,22,6,13,7
28,Sim,Viaja_frequentemente,1,3,1,Masculino,2,1,2,Divorciado,2596,1,3,1,3,1,0,0,0
50,Sim,Viaja_frequentemente,1,4,4,Masculino,3,2,3,Solteiro,4728,3,3,4,3,0,0,0,0
33,Nao,Viaja_frequentemente,7,3,4,Feminino,3,2,2,Casado,4302,0,3,3,3,3,2,0,2
34,Nao,Nao_viaja,3,4,3,Masculino,2,1,4,Casado,2979,3,3,4,3,0,0,0,0
48,Nao,Nao_viaja,1,4,1,Masculino,4,4,4,Solteiro,16885,2,4,3,2,5,4,2,1
45,Nao,Nao_viaja,9,4,2,Feminino,2,2,3,Casado,5593,1,3,4,3,15,10,4,12
52,Nao,Viaja_raramente,7,4,2,Masculino,3,3,2,Solteiro,10445,7,3,4,3,8,6,4,0
38,Nao,Viaja_raramente,10,4,3,Masculino,2,3,3,Divorciado,8740,0,3,2,3,8,7,2,7
29,Nao,Viaja_raramente,28,4,3,Feminino,3,1,4,Divorciado,2514,4,4,1,3,7,5,1,7
28,Nao,Viaja_raramente,3,3,4,Feminino,3,3,2,Divorciado,7655,0,3,2,2,9,7,1,7
46,Nao,Viaja_raramente,3,1,1,Masculino,3,4,3,Casado,17465,3,3,4,3,12,9,4,9
38,Nao,Viaja_raramente,2,2,4,Masculino,3,3,2,Solteiro,7351,7,3,3,3,1,0,0,0
43,Nao,Viaja_frequentemente,27,3,3,Feminino,3,3,1,Casado,10820,8,3,3,3,8,7,0,1
39,Sim,Viaja_frequentemente,2,3,1,Masculino,3,4,4,Divorciado,12169,7,3,4,3,18,7,11,5
40,Nao,Viaja_raramente,14,3,3,Masculino,2,5,3,Solteiro,19626,1,3,1,4,20,7,4,9
21,Nao,Viaja_raramente,1,1,4,Feminino,2,1,2,Solteiro,2070,1,3,3,4,2,2,2,2
39,Nao,Nao_viaja,9,3,3,Masculino,3,2,2,Solteiro,6782,9,3,3,2,5,4,0,3
36,Nao,Nao_viaja,18,4,1,Masculino,3,2,4,Solteiro,7779,2,4,1,3,11,9,0,9
31,Nao,Viaja_frequentemente,20,3,3,Masculino,4,1,4,Casado,2791,0,3,1,3,2,2,2,2
28,Nao,Viaja_raramente,2,1,1,Masculino,2,1,2,Casado,3201,0,3,1,1,5,3,0,4
35,Nao,Viaja_frequentemente,11,2,4,Masculino,3,2,4,Divorciado,4968,1,3,4,3,5,2,0,2
49,Nao,Viaja_raramente,8,4,4,Masculino,2,4,2,Casado,13120,6,3,2,3,9,8,2,3
34,Nao,Viaja_frequentemente,2,2,4,Masculino,3,2,3,Solteiro,4033,2,3,4,2,3,2,0,2
29,Nao,Viaja_frequentemente,10,3,4,Feminino,3,1,2,Divorciado,3291,0,3,4,2,7,5,1,1
42,Nao,Viaja_raramente,29,3,2,Masculino,1,2,4,Solteiro,4272,4,3,1,3,1,0,0,0
29,Nao,Viaja_raramente,8,1,2,Masculino,2,2,4,Casado,5056,1,3,3,2,10,7,1,2
38,Nao,Viaja_raramente,1,3,3,Masculino,4,1,3,Casado,2844,1,3,4,4,7,6,5,0
28,Nao,Viaja_frequentemente,6,3,3,Masculino,2,1,3,Divorciado,2703,1,3,4,3,3,1,0,2
18,Sim,Nao_viaja,8,1,3,Masculino,3,1,3,Solteiro,1904,1,3,4,3,0,0,0,0
33,Sim,Viaja_raramente,9,4,1,Feminino,3,2,1,Solteiro,8224,0,3,1,3,5,2,0,3
41,Nao,Viaja_raramente,12,4,2,Masculino,3,1,4,Casado,4766,3,3,1,3,1,0,0,0
31,Sim,Viaja_frequentemente,15,3,3,Masculino,3,1,3,Casado,2610,1,3,3,2,2,2,2,2
37,Nao,Viaja_raramente,25,2,3,Feminino,2,2,4,Divorciado,5731,7,3,3,3,6,2,1,3
27,Nao,Viaja_raramente,6,3,4,Masculino,2,1,3,Casado,2539,1,3,3,3,4,2,2,2
34,Nao,Viaja_raramente,9,1,2,Feminino,3,2,3,Casado,5714,1,4,1,2,6,5,1,3
35,Nao,Viaja_raramente,8,4,3,Masculino,3,1,3,Solteiro,4323,1,3,2,1,5,4,1,4
29,Sim,Viaja_raramente,23,1,4,Feminino,2,3,1,Casado,7336,1,3,1,1,11,8,3,10
40,Nao,Viaja_frequentemente,9,4,2,Feminino,3,3,3,Solteiro,13499,9,3,3,2,18,7,2,13
42,Sim,Viaja_frequentemente,12,3,3,Masculino,3,4,1,Solteiro,13758,0,3,2,2,21,9,13,14
42,Nao,Viaja_raramente,4,4,2,Masculino,3,2,1,Solteiro,5155,7,3,4,4,6,4,1,5
35,Nao,Viaja_raramente,1,4,4,Masculino,2,1,3,Casado,2258,6,3,2,3,8,0,1,7
24,Nao,Viaja_raramente,24,3,4,Masculino,3,1,2,Solteiro,3597,8,4,4,3,4,3,1,2
28,Sim,Viaja_raramente,12,1,3,Feminino,3,1,4,Casado,2515,1,3,4,2,1,1,0,0
26,Nao,Viaja_raramente,3,4,1,Masculino,4,1,4,Casado,4420,1,4,2,3,8,7,0,7
30,Nao,Viaja_raramente,10,3,3,Masculino,2,2,3,Casado,6578,1,3,1,3,10,3,1,4
40,Nao,Viaja_frequentemente,26,2,3,Feminino,2,2,4,Casado,4422,3,3,4,1,1,1,0,0
35,Nao,Viaja_raramente,2,3,3,Masculino,2,3,2,Divorciado,10274,2,3,2,4,7,7,6,4
34,Nao,Viaja_frequentemente,1,3,4,Masculino,2,2,1,Solteiro,5343,0,4,3,3,13,9,4,9
35,Nao,Viaja_frequentemente,4,4,4,Masculino,2,1,4,Casado,2376,1,3,2,4,2,2,2,2
43,Sim,Viaja_raramente,9,3,1,Feminino,1,2,3,Solteiro,5346,8,3,2,2,4,3,1,3
32,Nao,Nao_viaja,2,1,3,Feminino,3,1,1,Divorciado,2827,1,3,3,3,1,0,0,0
56,Nao,Viaja_raramente,4,4,4,Feminino,3,5,1,Divorciado,19943,4,3,4,3,5,2,4,2
29,Nao,Viaja_raramente,6,1,2,Feminino,3,1,4,Casado,3131,1,3,1,3,10,8,0,8
19,Nao,Viaja_raramente,9,2,3,Masculino,3,1,1,Solteiro,2552,1,4,3,3,1,1,0,0
45,Nao,Viaja_raramente,7,3,1,Feminino,3,1,3,Casado,4477,4,3,3,2,3,2,0,2
37,Nao,Viaja_raramente,1,3,4,Feminino,2,2,4,Casado,6474,1,3,2,2,14,8,3,11
20,Nao,Viaja_raramente,3,3,1,Masculino,2,1,3,Solteiro,3033,1,3,1,2,2,2,1,2
44,Sim,Viaja_raramente,10,4,3,Masculino,3,1,3,Solteiro,2936,1,3,3,3,6,4,0,2
53,Nao,Viaja_raramente,7,2,4,Feminino,3,5,3,Divorciado,18606,3,3,2,3,7,7,4,7
29,Nao,Viaja_raramente,15,1,2,Feminino,1,1,4,Casado,2168,0,3,1,2,5,4,1,3
22,Sim,Viaja_frequentemente,3,4,3,Masculino,2,1,4,Casado,2853,0,3,2,3,0,0,0,0
46,Nao,Viaja_raramente,2,3,3,Feminino,3,4,1,Casado,17048,8,4,1,3,26,15,15,9
44,Nao,Nao_viaja,17,3,4,Masculino,1,1,3,Solteiro,2290,2,3,4,3,0,0,0,0
33,Nao,Viaja_raramente,2,3,2,Masculino,3,1,3,Casado,3600,1,3,4,3,5,4,1,4
41,Sim,Nao_viaja,5,2,1,Masculino,2,1,1,Divorciado,2107,6,3,1,1,1,0,0,0
30,Nao,Viaja_raramente,29,4,3,Masculino,3,2,1,Divorciado,4115,8,3,3,3,4,3,0,3
40,Nao,Viaja_frequentemente,2,4,2,Masculino,3,2,2,Casado,4327,5,3,4,3,0,0,0,0
50,Nao,Viaja_frequentemente,2,3,4,Feminino,3,4,1,Casado,17856,2,4,3,3,2,2,2,2
28,Nao,Viaja_raramente,19,4,4,Masculino,2,1,1,Casado,3196,1,3,3,3,6,5,3,3
46,Nao,Viaja_raramente,15,2,4,Masculino,3,5,2,Casado,19081,5,3,1,3,4,2,0,3
35,Nao,Viaja_raramente,17,4,3,Masculino,3,2,1,Casado,8966,3,3,4,3,7,7,1,7
24,Sim,Viaja_raramente,17,2,4,Feminino,3,1,2,Casado,2210,1,3,1,1,1,0,0,0
33,Nao,Viaja_frequentemente,25,3,2,Feminino,3,2,3,Casado,4539,1,3,1,2,10,7,0,1
36,Nao,Viaja_raramente,6,4,3,Masculino,1,1,3,Divorciado,2741,1,3,3,3,7,7,1,7
30,Nao,Viaja_raramente,7,4,3,Masculino,3,2,3,Divorciado,3491,1,3,1,2,10,7,8,9
44,Nao,Viaja_raramente,29,4,4,Masculino,3,2,4,Solteiro,4541,1,4,2,3,20,11,13,17
20,Nao,Viaja_raramente,21,3,3,Masculino,4,1,4,Solteiro,2678,1,3,4,3,2,1,2,2
46,Nao,Viaja_raramente,2,4,4,Masculino,3,2,4,Divorciado,7379,2,3,3,2,6,3,1,4
42,Nao,Nao_viaja,2,5,4,Masculino,4,2,1,Casado,6272,7,3,1,4,4,3,0,3
60,Nao,Viaja_raramente,7,4,2,Masculino,4,2,4,Divorciado,5220,0,3,2,3,11,7,1,9
32,Nao,Viaja_frequentemente,13,3,3,Feminino,2,1,2,Casado,2743,1,4,3,3,2,2,2,2
32,Nao,Viaja_frequentemente,2,2,4,Feminino,3,2,3,Solteiro,4998,4,3,4,3,8,7,0,7
36,Nao,Viaja_raramente,1,3,3,Feminino,1,3,1,Divorciado,10252,2,4,3,3,7,7,7,7
33,Nao,Viaja_raramente,9,3,1,Masculino,3,1,4,Casado,2781,0,3,2,3,14,10,4,10
40,Nao,Viaja_raramente,10,3,2,Feminino,2,2,2,Divorciado,6852,7,3,2,4,5,1,1,3
25,Nao,Viaja_raramente,10,4,3,Masculino,3,2,4,Solteiro,4950,0,3,2,3,4,3,1,1
30,Nao,Viaja_raramente,1,3,4,Masculino,3,1,2,Casado,3579,0,4,1,3,11,9,5,7
42,Nao,Viaja_frequentemente,26,5,1,Feminino,3,3,1,Casado,13191,3,3,3,3,1,0,0,0
35,Nao,Nao_viaja,8,2,3,Feminino,2,3,4,Casado,10377,4,3,2,2,13,2,4,12
27,Nao,Viaja_raramente,14,3,1,Masculino,3,1,1,Casado,2235,1,3,4,2,9,7,6,8
54,Nao,Viaja_frequentemente,1,4,4,Feminino,3,3,3,Divorciado,10502,7,3,1,1,5,4,1,4
44,Nao,Viaja_raramente,2,1,1,Feminino,4,1,4,Casado,2011,1,3,4,3,10,5,7,7
19,Sim,Nao_viaja,10,3,1,Feminino,2,1,2,Solteiro,1859,1,4,2,4,1,1,0,0
29,Nao,Viaja_raramente,1,3,1,Feminino,3,1,4,Divorciado,3760,1,3,1,3,3,2,1,2
54,Nao,Viaja_raramente,3,3,4,Masculino,3,4,4,Casado,17779,3,3,1,3,10,9,0,9
31,Nao,Viaja_raramente,11,2,3,Masculino,3,2,1,Casado,6833,1,3,4,2,6,5,0,1
31,Nao,Viaja_raramente,24,3,3,Feminino,2,2,1,Solteiro,6812,1,3,2,3,10,9,1,8
59,Nao,Viaja_raramente,3,3,3,Feminino,2,2,4,Solteiro,5171,5,3,4,3,6,1,0,5
43,Nao,Viaja_raramente,3,3,3,Masculino,1,5,4,Casado,19740,3,3,2,3,8,7,0,7
49,Nao,Viaja_raramente,4,2,1,Masculino,2,5,3,Casado,18711,2,3,3,4,1,0,0,0
36,Nao,Viaja_frequentemente,3,3,3,Masculino,3,1,2,Casado,3692,1,3,3,2,11,10,0,7
48,Nao,Viaja_raramente,2,2,4,Masculino,4,1,2,Solteiro,2559,5,3,3,2,1,0,0,0
27,Nao,Viaja_raramente,4,2,1,Masculino,3,1,3,Divorciado,2517,1,3,2,3,5,3,0,3
29,Nao,Viaja_raramente,7,3,3,Masculino,3,2,4,Divorciado,6623,1,3,2,3,6,0,1,0
48,Nao,Viaja_raramente,1,3,4,Masculino,2,5,4,Solteiro,18265,6,3,3,4,1,0,0,0
29,Nao,Viaja_raramente,1,3,4,Feminino,2,4,4,Divorciado,16124,3,3,2,2,7,7,1,7
34,Nao,Viaja_raramente,20,3,3,Feminino,4,1,3,Casado,2585,0,3,4,2,1,0,0,0
44,Nao,Viaja_raramente,5,3,2,Masculino,3,5,2,Casado,18213,7,3,3,3,22,9,3,10
33,Nao,Viaja_raramente,10,5,4,Masculino,4,3,3,Divorciado,8380,0,3,4,3,9,8,0,8
19,Nao,Viaja_raramente,25,3,2,Feminino,4,1,4,Solteiro,2994,1,3,4,3,1,0,0,1
23,Nao,Viaja_raramente,1,2,4,Masculino,3,1,3,Casado,1223,1,4,4,3,1,0,0,1
25,Sim,Viaja_frequentemente,24,1,3,Masculino,1,1,4,Solteiro,1118,1,3,4,3,1,0,1,0
26,Nao,Viaja_raramente,4,2,3,Masculino,3,1,4,Solteiro,2875,1,4,2,2,8,5,2,2
45,Sim,Viaja_raramente,2,3,1,Feminino,1,5,2,Solteiro,18824,2,3,1,3,24,10,1,11
55,Nao,Nao_viaja,8,1,4,Masculino,2,4,2,Divorciado,13577,1,3,4,3,33,9,15,0
21,Sim,Viaja_frequentemente,10,2,1,Feminino,2,1,3,Solteiro,2625,1,4,3,1,2,2,2,2
46,Nao,Viaja_raramente,4,2,4,Feminino,2,5,2,Casado,18789,2,3,3,3,11,4,0,8
34,Nao,Viaja_raramente,2,3,3,Feminino,3,2,1,Solteiro,4538,0,3,4,3,3,2,0,2
51,Nao,Viaja_frequentemente,9,3,4,Masculino,3,5,2,Divorciado,19847,4,4,1,2,29,10,11,10
59,Nao,Viaja_raramente,18,4,4,Masculino,3,3,4,Solteiro,10512,6,3,4,2,9,7,5,4
34,Nao,Viaja_frequentemente,19,3,3,Feminino,3,2,2,Divorciado,4444,4,3,3,4,11,8,5,10
28,Nao,Viaja_frequentemente,1,4,4,Masculino,3,1,3,Solteiro,2154,0,3,3,2,4,2,0,2
44,Nao,Viaja_raramente,4,2,3,Masculino,4,5,1,Divorciado,19190,1,3,4,2,25,9,14,13
34,Nao,Viaja_frequentemente,11,3,3,Masculino,2,2,2,Casado,4490,4,3,4,4,10,9,1,8
35,Nao,Viaja_raramente,6,1,3,Masculino,3,1,3,Casado,3506,0,3,4,3,3,2,2,2
42,Nao,Viaja_raramente,7,4,2,Feminino,4,2,2,Casado,2372,6,3,4,3,1,0,0,0
43,Nao,Viaja_raramente,4,4,4,Feminino,2,3,4,Solteiro,10231,3,3,4,4,21,7,15,17
36,Nao,Viaja_raramente,2,4,3,Feminino,3,2,2,Solteiro,5410,9,3,4,3,16,14,5,12
44,Sim,Viaja_raramente,15,3,1,Feminino,3,3,4,Casado,7978,1,3,4,3,10,7,0,5
28,Nao,Viaja_frequentemente,2,3,4,Masculino,2,1,4,Casado,3867,1,3,2,3,2,2,2,2
51,Nao,Viaja_frequentemente,6,2,2,Feminino,2,1,3,Solteiro,2838,0,3,2,2,7,0,7,7
30,Nao,Nao_viaja,9,2,3,Feminino,3,2,3,Solteiro,4695,7,3,3,3,8,4,1,7
29,Sim,Viaja_raramente,7,3,2,Feminino,3,1,3,Divorciado,3339,3,3,1,3,7,7,7,7
28,Nao,Viaja_raramente,1,3,4,Masculino,3,1,1,Solteiro,2080,2,3,2,2,3,2,1,2
25,Nao,Viaja_raramente,1,3,4,Feminino,3,1,2,Solteiro,2096,1,3,4,2,2,2,2,1
32,Nao,Viaja_raramente,8,3,3,Masculino,4,2,4,Casado,6209,1,3,3,4,10,7,0,8
45,Nao,Viaja_frequentemente,25,3,2,Feminino,3,5,2,Solteiro,18061,3,4,3,3,0,0,0,0
39,Nao,Viaja_raramente,13,4,3,Feminino,2,4,2,Divorciado,17123,6,3,4,3,19,9,15,2
58,Nao,Viaja_raramente,23,4,1,Masculino,3,1,3,Divorciado,2372,1,3,4,3,2,2,2,2
32,Sim,Viaja_raramente,7,2,4,Masculino,3,2,3,Casado,4883,1,3,1,3,10,4,1,1
39,Sim,Viaja_raramente,23,3,3,Masculino,3,1,1,Solteiro,3904,0,3,1,3,5,2,0,3
30,Nao,Viaja_raramente,6,3,1,Feminino,2,2,4,Casado,4627,0,3,1,3,9,2,6,7
36,Nao,Viaja_raramente,10,4,4,Feminino,3,3,3,Casado,7094,3,3,1,3,7,7,1,7
46,Nao,Viaja_raramente,1,2,4,Feminino,3,1,1,Solteiro,3423,6,3,3,4,7,6,5,7
28,Nao,Nao_viaja,1,3,3,Feminino,1,2,4,Casado,6674,0,3,1,3,9,8,7,5
50,Nao,Viaja_raramente,28,3,4,Feminino,3,4,1,Casado,16880,4,3,2,3,3,2,1,2
40,Sim,Viaja_raramente,25,4,4,Masculino,2,3,2,Solteiro,9094,2,3,3,3,5,4,1,0
52,Sim,Viaja_raramente,5,3,2,Masculino,3,3,2,Solteiro,8446,9,3,3,2,8,7,7,7
30,Nao,Viaja_raramente,17,4,2,Feminino,3,3,1,Casado,11916,1,4,4,3,9,1,0,8
39,Nao,Viaja_raramente,18,2,1,Masculino,3,2,3,Solteiro,4534,0,3,1,3,8,7,1,7
31,Nao,Nao_viaja,2,4,4,Feminino,3,3,3,Divorciado,9852,1,3,1,2,10,8,9,6
41,Nao,Nao_viaja,10,2,3,Masculino,1,2,2,Solteiro,6151,1,3,1,3,19,2,11,9
31,Sim,Viaja_frequentemente,1,3,4,Feminino,3,1,2,Solteiro,2302,1,3,1,4,3,2,2,2
44,Sim,Viaja_raramente,3,3,1,Masculino,3,1,1,Casado,2362,4,3,3,4,3,2,1,2
42,Nao,Nao_viaja,2,1,3,Masculino,3,4,3,Casado,17861,0,3,4,2,20,8,2,10
55,Nao,Viaja_raramente,2,2,4,Feminino,1,5,3,Casado,19187,4,3,4,3,19,9,9,11
56,Nao,Viaja_raramente,8,4,4,Masculino,3,5,2,Solteiro,19717,6,3,1,3,7,3,7,7
40,Nao,Nao_viaja,16,2,3,Masculino,3,1,3,Divorciado,3544,9,3,2,3,4,2,0,0
34,Nao,Viaja_raramente,9,3,4,Masculino,3,3,4,Divorciado,8500,0,3,4,2,9,7,1,6
40,Nao,Viaja_raramente,2,3,3,Masculino,3,2,4,Solteiro,4661,1,3,3,3,9,8,8,8
41,Nao,Viaja_frequentemente,1,3,3,Feminino,3,2,1,Divorciado,4103,0,3,4,3,9,3,1,7
35,Nao,Viaja_frequentemente,4,4,3,Masculino,3,2,3,Solteiro,4249,1,3,2,3,9,6,1,1
51,Nao,Viaja_raramente,5,3,3,Masculino,3,4,2,Divorciado,14026,1,3,2,3,33,9,0,10
38,Nao,Viaja_raramente,2,2,2,Feminino,3,2,1,Divorciado,6893,3,3,4,3,7,7,1,7
34,Nao,Viaja_raramente,15,2,3,Feminino,3,2,1,Solteiro,6125,1,3,4,4,10,8,9,6
25,Nao,Viaja_raramente,19,1,4,Masculino,3,1,4,Casado,3669,3,3,3,2,3,2,1,2
58,Sim,Viaja_raramente,7,4,3,Feminino,2,3,1,Casado,10008,7,3,4,2,10,9,5,9
40,Nao,Viaja_raramente,1,4,2,Masculino,3,1,2,Casado,2387,3,4,3,3,4,2,0,3
36,Nao,Viaja_frequentemente,7,3,1,Feminino,4,2,1,Casado,4639,2,3,4,2,15,7,6,13
48,Nao,Viaja_raramente,4,3,4,Masculino,3,3,4,Solteiro,7898,1,3,3,3,10,9,0,8
27,Nao,Viaja_raramente,11,3,3,Feminino,4,1,4,Casado,2534,8,3,2,3,1,0,0,0
51,Nao,Viaja_raramente,11,2,4,Feminino,2,4,2,Solteiro,13142,3,3,2,2,5,2,0,3
18,Nao,Nao_viaja,1,3,4,Feminino,3,1,4,Solteiro,1611,1,3,3,4,0,0,0,0
35,Nao,Viaja_raramente,1,3,4,Feminino,2,2,4,Casado,5363,0,3,2,3,9,7,0,0
27,Nao,Viaja_frequentemente,2,1,4,Masculino,1,2,4,Solteiro,5071,3,4,2,3,6,2,0,0
